Kanji,Hiragana,Romaji,English,Level,PronunciationURL,Topic,Part_of_Speech
選手,せんしゅ,senshu,"(1) player (in game), (2) team",N3,,General,General
前進,ぜんしん,zenshin,"advance, drive, progress",N3,,General,General
全然,ぜんぜん,zenzen,"(1) wholly, entirely, completely, (2) not at all (with neg. verb)",N3,,General,General
,センター,センター,a center,N3,,General,General
全体,ぜんたい,zentai,"whole, entirety, whatever (is the matter)",N3,,General,General
選択,せんたく,sentaku,"selection, choice",N3,,General,General
,そう,sou,so,N3,,General,General
象,ぞう,zou,elephant,N3,,General,General
騒音,そうおん,souon,noise,N3,,General,General
増加,ぞうか,zouka,"increase, addition",N3,,General,General
操作,そうさ,sousa,"operation, management, processing",N3,,General,General
掃除,そうじ,souji,"cleaning, sweeping",N3,,General,General
想像,そうぞう,souzou,"imagination, guess",N3,,General,General
相続,そうぞく,souzoku,"succession, inheritance",N3,,General,General
相談,そうだん,soudan,"consultation, discussion",N3,,General,General
装置,そうち,souchi,"equipment, installation, apparatus",N3,,General,General
相当,そうとう,soutou,"suitable, fair, tolerable, proper",N3,,General,General
速度,そくど,sokudo,"speed, velocity, rate",N3,,General,General
,そこ,soko,"bottom, sole",N3,,General,General
底,そこ,soko,"bottom, sole",N3,,General,General
,そこで,sokode,"so (conj), accordingly, now, then, thereupon",N3,,General,General
組織,そしき,soshiki,"(1) organization, (2) structure, construction, (3) tissue, (4) system",N3,,General,General
,そして,soshite,and,N3,,General,General
注ぐ,そそぐ,sosogu,"to pour (into), to irrigate, to pay, to fill, to feed (e.g. a fire)",N3,,General,General
育つ,そだつ,sodatsu,"to raise (child), to be brought up, to grow (up)",N3,,General,General
,そっくり,sokkuri,"all, altogether, entirely, be just like, the splitting image of",N3,,General,General
,そっと,sotto,face of the earth,N3,,General,General
袖,そで,sode,sleeve,N3,,General,General
備える,そなえる,sonaeru,"to furnish, to provide for, to equip, to install",N3,,General,General
,その,sono,"the, that",N3,,General,General
,そのうち,sonouchi,"eventually, sooner or later, of the previously mentioned",N3,,General,General
,そのまま,sonomama,"without change, as it is (i.e. now)",N3,,General,General
側,そば,soba,"side, edge, third person",N3,,General,General
,ソファー,ソファー,"sofa, couch",N3,,General,General
粗末,そまつ,somatsu,"crude, rough, plain, humble",N3,,General,General
それ,（接。感）,（接感）,"it, that",N3,,General,General
,それぞれ,sorezore,"each, every, either, respectively, severally",N3,,General,General
,それでも,soredemo,"but (still), and yet, nevertheless, even so, notwithstanding",N3,,General,General
,それと,soreto,,N3,,General,General
,それとも,soretomo,"or, or else",N3,,General,General
損,そん,son,"loss, disadvantage",N3,,General,General
損害,そんがい,songai,"damage, injury, loss",N3,,General,General
尊敬,そんけい,sonkei,"respect, esteem, reverence, honour",N3,,General,General
存在,そんざい,sonzai,"existence, being",N3,,General,General
尊重,そんちょう,sonchou,"respect, esteem, regard",N3,,General,General
田,た,ta,rice field,N3,,General,General
他,た,ta,other (esp. places and things),N3,,General,General
対,たい,tai,"pair, couple, set",N3,,General,General
大,だい,dai,,N3,,General,General
台,だい,dai,"stand, rack, table, support",N3,,General,General
題,だい,dai,"title, subject, theme, topic",N3,,General,General
体育,たいいく,taiiku,"physical education, gymnastics, athletics",N3,,General,General
体温,たいおん,taion,temperature (body),N3,,General,General
大会,たいかい,taikai,"convention, tournament, mass meeting, rally",N3,,General,General
大気,たいき,taiki,atmosphere,N3,,General,General
代金,だいきん,daikin,"price, payment, cost, charge",N3,,General,General
退屈,たいくつ,taikutsu,"tedium, boredom",N3,,General,General
滞在,たいざい,taizai,"stay, sojourn",N3,,General,General
大使,たいし,taishi,ambassador,N3,,General,General
大した,たいした,taishita,"considerable, great, important, significant, a big deal",N3,,General,General
対象,たいしょう,taishou,"target, object (of worship,  study,  etc), subject (of taxation,  etc)",N3,,General,General
大臣,だいじん,daijin,cabinet minister,N3,,General,General
対する,たいする,taisuru,"to face, to confront, to oppose",N3,,General,General
大戦,たいせん,taisen,"great war, great battle",N3,,General,General
大抵,たいてい,taitei,"usually, generally",N3,,General,General
態度,たいど,taido,"attitude, manner",N3,,General,General
大統領,だいとうりょう,daitouryou,"president, chief executive",N3,,General,General
大半,たいはん,taihan,"majority, mostly, generally",N3,,General,General
代表,だいひょう,daihyou,"representative, representation, delegation, type, example, model",N3,,General,General
大部分,だいぶぶん,daibubun,"most part, greater part, majority",N3,,General,General
,タイプライター,タイプライター,typewriter,N3,,General,General
大変,たいへん,taihen,"awful, dreadful, terrible, very",N3,,General,General
逮捕,たいほ,taiho,"arrest, apprehension, capture",N3,,General,General
,ダイヤ,ダイヤ,"(1) dyer, (2) diagram, (3) (railway) schedule, (4) diamond",N3,,General,General
太陽,たいよう,taiyou,"sun, solar",N3,,General,General
平ら,たいら,taira,"flatness, level, smooth, calm, plain",N3,,General,General
代理,だいり,dairi,"representation, agency, proxy, deputy, agent",N3,,General,General
大陸,たいりく,tairiku,continent,N3,,General,General
倒す,たおす,taosu,"to throw down, to beat, to bring down, to blow down",N3,,General,General
,タオル,タオル,(hand) towel,N3,,General,General
,だが,daga,,N3,,General,General
互い,たがい,tagai,"mutual, reciprocal",N3,,General,General
宝,たから,takara,treasure,N3,,General,General
,だから,dakara,"so, therefore",N3,,General,General
宅,たく,taku,"house, home, husband",N3,,General,General
,だけど,dakedo,however,N3,,General,General
確かめる,たしかめる,tashikameru,to ascertain,N3,,General,General
多少,たしょう,tashou,"more or less, somewhat, a little, some",N3,,General,General
助ける,たすける,tasukeru,"to help, to save, to rescue",N3,,General,General
,ただ,tada,"free of charge, mere, only",N3,,General,General
唯,ただ,tada,"free of charge, mere, sole, only, usual, common",N3,,General,General
戦い,たたかい,tatakai,"battle, fight, struggle, conflict",N3,,General,General
戦う,たたかう,tatakau,"to fight, to battle, to combat",N3,,General,General
叩く,たたく,tataku,"to strike, to clap, to dust, to beat",N3,,General,General
直ちに,ただちに,tadachini,"at once, immediately, directly, in person",N3,,General,General
立ち上がる,たちあがる,tachiagaru,to stand up,N3,,General,General
立場,たちば,tachiba,"standpoint, position, situation",N3,,General,General
経つ,たつ,tatsu,"to pass, to lapse",N3,,General,General
達する,たっする,tassuru,"to reach, to get to",N3,,General,General
唯,たった,tatta,"free of charge, mere, sole, only, usual, common",N3,,General,General
,だって,datte,"but, because, even, also, too",N3,,General,General
,たっぷり,tappuri,"full, in plenty, ample",N3,,General,General
縦,たて,tate,"length, height",N3,,General,General
,たとえ,tatoe,"simile, metaphor, allegory",N3,,General,General
谷,たに,tani,valley,N3,,General,General
他人,たにん,tanin,"another person, unrelated person, outsider, stranger",N3,,General,General
種,たね,tane,"(1) seed, (2) material, (3) cause, source",N3,,General,General
束,たば,taba,"handbreadth, bundle",N3,,General,General
度,たび,tabi,counter for occurrences,N3,,General,General
旅,たび,tabi,"travel, trip, journey",N3,,General,General
,たびたび,tabitabi,"often, repeatedly, frequently",N3,,General,General
多分,たぶん,tabun,"perhaps, probably",N3,,General,General
玉,たま,tama,"ball, sphere, coin",N3,,General,General
球,たま,tama,"globe, sphere, ball",N3,,General,General
弾,たま,tama,"bullet, shot, shell",N3,,General,General
偶,たま,tama,"even number, couple, man and wife, friend",N3,,General,General
偶々,たまたま,tamatama,"casually, unexpectedly, accidentally, by chance",N3,,General,General
,たまらない,tamaranai,"intolerable, unbearable, unendurable",N3,,General,General
黙る,だまる,damaru,to be silent,N3,,General,General
駄目,だめ,dame,"useless, no good, hopeless",N3,,General,General
試し,ためし,tameshi,"trial, test",N3,,General,General
試す,ためす,tamesu,"to attempt, to test",N3,,General,General
便り,たより,tayori,"news, tidings, information, correspondence, letter",N3,,General,General
頼る,たよる,tayoru,"to rely on, to have recourse to, to depend on",N3,,General,General
誰か,だれか,dareka,"someone, somebody",N3,,General,General
段,だん,dan,"step, stair, flight of steps, grade, rank, level",N3,,General,General
単位,たんい,tani,"unit, denomination, credit (in school)",N3,,General,General
単語,たんご,tango,"word, vocabulary, (usually) single-character word",N3,,General,General
男子,だんし,danshi,"youth, young man",N3,,General,General
単純,たんじゅん,tanjun,simplicity,N3,,General,General
誕生,たんじょう,tanjou,birth,N3,,General,General
,ダンス,ダンス,dance,N3,,General,General
団体,だんたい,dantai,"organization, association",N3,,General,General
担当,たんとう,tantou,(in) charge,N3,,General,General
単なる,たんなる,tannaru,"mere, simple, sheer",N3,,General,General
単に,たんに,tanni,"simply, merely, only, solely",N3,,General,General
地,ち,chi,earth,N3,,General,General
地位,ちい,chii,"(social) position, status",N3,,General,General
地域,ちいき,chiiki,"area, region",N3,,General,General
,チーズ,チーズ,cheese,N3,,General,General
,チーム,チーム,team,N3,,General,General
知恵,ちえ,chie,"wisdom, wit, sagacity, sense, intelligence, advice",N3,,General,General
地下,ちか,chika,"basement, underground",N3,,General,General
違い,ちがい,chigai,"difference, discrepancy",N3,,General,General
違いない,ちがいない,chigainai,"(phrase) sure, no mistaking it, for certain",N3,,General,General
近頃,ちかごろ,chikagoro,"lately, recently, nowadays",N3,,General,General
地球,ちきゅう,chikyuu,the earth,N3,,General,General
地区,ちく,chiku,"district, section, sector",N3,,General,General
遅刻,ちこく,chikoku,"lateness, late coming",N3,,General,General
知事,ちじ,chiji,prefectural governor,N3,,General,General
知識,ちしき,chishiki,"knowledge, information",N3,,General,General
父親,ちちおや,chichioya,father,N3,,General,General
知能,ちのう,chinou,"intelligence, brains",N3,,General,General
地平線,ちへいせん,chiheisen,horizon,N3,,General,General
地方,ちほう,chihou,"area, locality, district, region, the coast",N3,,General,General
茶,ちゃ,cha,tea,N3,,General,General
,チャンス,チャンス,"chance, opportunity",N3,,General,General
,ちゃんと,chanto,"perfectly, properly, exactly",N3,,General,General
中,ちゅう,chuu,"inside, middle, among",N3,,General,General
注,ちゅう,chuu,"annotation, explanatory note",N3,,General,General
中央,ちゅうおう,chuuou,"centre, central, center, middle",N3,,General,General
中学,ちゅうがく,chuugaku,"middle school, junior high school",N3,,General,General
中古,ちゅうこ,chuuko,"(1) used, second-hand, old",N3,,General,General
中止,ちゅうし,chuushi,"suspension, stoppage, discontinuance, interruption",N3,,General,General
